股票代码,股票名称,最新日期,最新价格,最新净资产价格,最新价格与净资产比值,最新季度每股收益,市盈率
002654,万润科技,2015-07-02,24.03,3.1297,7.678,0.01,600.75
002655,共达电声,2015-05-08,15.49,1.7256,8.977,0.01,387.25
002656,卡奴迪路,2015-07-08,18.72,6.0737,3.082,0.07,66.857
002657,中科金财,2015-07-06,60.38,4.7657,12.67,0.06,251.583
002658,雪迪龙,2015-07-08,19.45,5.0219,3.873,0.05,97.25
002659,中泰桥梁,2015-07-06,17.73,1.9237,9.217,-0.01,-443.25
002660,茂硕电源,2015-07-07,9.15,3.0342,3.016,-0.07,-32.679
002661,克明面业,2015-07-08,34.6,8.9163,3.881,0.2808,30.805
002662,京威股份,2015-05-14,18.14,5.6489,3.211,0.14,32.393
002663,普邦园林,2015-07-08,7.04,5.6545,1.245,0.04,44.0
002664,信质电机,2015-07-01,36.7,6.7753,5.417,0.164,55.945
002665,首航节能,2015-07-02,25.38,6.8781,3.69,0.03,211.5
002666,德联集团,2015-07-07,19.07,6.7512,2.825,0.1,47.675
002667,鞍重股份,2015-04-03,47.65,11.3061,4.215,0.15,79.417
002668,奥马电器,2015-06-26,29.04,9.3429,3.108,0.17,42.706
002669,康达新材,2015-05-08,22.21,3.262,6.809,0.15,37.017
002670,华声股份,2015-04-10,18.7,4.1952,4.457,0.0631,74.089
002671,龙泉股份,2015-06-16,23.89,3.3017,7.236,-0.05,-119.45
002672,东江环保,2015-07-07,15.48,7.2406,2.138,0.21,18.429
002673,西部证券,2015-07-08,27.03,7.698,3.511,0.37,18.264
002674,兴业科技,2015-07-06,13.59,6.6618,2.04,0.0131,259.351
002675,东诚药业,2015-07-07,33.64,6.7529,4.982,0.1378,61.03
002676,顺威股份,2015-04-17,27.03,6.7082,4.029,0.04,168.938
002677,浙江美大,2015-07-08,15.4,5.0662,3.04,0.13,29.615
002678,珠江钢琴,2015-07-08,12.69,1.9714,6.437,0.05,63.45
002679,福建金森,2015-07-08,16.9,4.9026,3.447,-0.14,-30.179
002680,黄海机械,2015-03-20,35.7,8.8935,4.014,0.01,892.5
002681,奋达科技,2015-07-08,27.95,6.6557,4.199,0.127,55.02
002682,龙洲股份,2015-07-08,15.92,5.1314,3.102,0.05,79.6
002683,宏大爆破,2015-05-08,35.48,8.2879,4.281,0.07,126.714
002684,猛狮科技,2015-07-03,19.93,2.2404,8.896,0.0051,976.961
002685,华东重机,2015-07-08,7.7,3.9887,1.93,0.0114,168.86
002686,亿利达,2015-07-07,13.61,2.9322,4.642,0.05,68.05
002687,乔治白,2015-07-07,8.75,4.256,2.056,0.04,54.688
002688,金河生物,2015-06-01,29.7,4.472,6.641,0.11,67.5
002689,博林特,2015-07-06,8.63,2.5814,3.343,-0.0817,-26.408
002690,美亚光电,2015-07-07,27.81,5.1228,5.429,0.0953,72.954
002691,冀凯股份,2015-07-08,12.76,4.1564,3.07,0.03,106.333
002692,远程电缆,2015-07-08,16.67,4.0218,4.145,0.07,59.536
002693,双成药业,2015-07-07,8.42,2.1517,3.913,0.01,210.5
002694,顾地科技,2015-07-08,10.11,3.0071,3.362,0.01,252.75
002695,煌上煌,2015-07-07,25.55,11.8699,2.153,0.17,37.574
002696,百洋股份,2015-07-06,14.22,5.3348,2.666,-0.07,-50.786
002697,红旗连锁,2015-07-08,9.5,2.4467,3.883,0.06,39.583
002698,博实股份,2015-07-07,33.84,4.1545,8.145,0.13,65.077
002699,美盛文化,2015-07-06,31.0,1.6613,18.66,0.02,387.5
002700,新疆浩源,2015-07-08,10.26,3.3036,3.106,0.12,21.375
002701,奥瑞金,2015-07-07,22.48,6.5489,3.433,0.27,20.815
002702,海欣食品,2015-06-29,25.07,5.6421,4.443,-0.0264,-237.405
002703,浙江世宝,2015-05-28,52.01,4.5494,11.432,0.05,260.05
002705,新宝股份,2015-07-08,15.08,5.0079,3.011,0.0726,51.928
002706,良信电器,2015-07-08,52.81,9.1444,5.775,0.21,62.869
002707,众信旅游,2015-07-03,75.0,20.6404,3.634,0.436,43.005
002708,光洋股份,2015-07-06,25.2,4.9502,5.091,0.1,63.0
002709,天赐材料,2015-07-08,28.42,7.1347,3.983,0.1,71.05
002711,欧浦钢网,2015-07-07,19.89,8.4768,2.346,0.18,27.625
002712,思美传媒,2015-03-18,72.86,10.5252,6.922,0.1827,99.699
002713,东易日盛,2015-07-08,20.2,6.9173,2.92,-0.53,-9.528
002714,牧原股份,2015-07-08,35.56,7.9671,4.463,-0.08,-111.125
002715,登云股份,2015-07-07,28.64,5.4488,5.256,0.0048,1491.667
002716,金贵银业,2015-04-17,30.62,8.3511,3.667,0.21,36.452
002717,岭南园林,2015-07-06,13.55,4.6939,2.887,0.07,48.393
002718,友邦吊顶,2015-07-07,36.18,10.3756,3.487,0.17,53.206
002719,麦趣尔,2015-07-07,52.64,9.9408,5.295,0.08,164.5
002721,金一文化,2015-07-06,60.03,9.069,6.619,0.16,93.797
002722,金轮股份,2015-07-08,16.8,4.2105,3.99,0.07,60.0
002723,金莱特,2015-07-08,12.77,6.7585,1.889,0.1145,27.882
002724,海洋王,2015-07-08,18.05,3.8877,4.643,0.05,90.25
002725,跃岭股份,2015-07-08,14.97,8.8908,1.684,0.18,20.792
002726,龙大肉食,2015-07-08,10.34,6.857,1.508,0.15,17.233
002727,一心堂,2015-04-10,78.24,7.7492,10.097,0.348,56.207
002728,台城制药,2015-07-07,18.39,7.5627,2.432,0.21,21.893
002729,好利来,2015-07-08,55.05,5.639,9.762,0.08,172.031
002730,电光科技,2015-07-02,32.84,5.4083,6.072,0.03,273.667
002731,萃华珠宝,2015-07-08,24.7,7.0275,3.515,0.19,32.5
002732,燕塘乳业,2015-07-08,20.9,4.651,4.494,0.07,74.643
002733,雄韬股份,2015-07-07,21.88,8.2312,2.658,0.14,39.071
002734,利民股份,2015-07-08,20.09,7.4712,2.689,0.15,33.483
002735,王子新材,2015-07-08,26.66,5.5495,4.804,0.07,95.214
002736,国信证券,2015-07-08,21.33,4.4153,4.831,0.4,13.331
002737,葵花药业,2015-07-08,41.77,15.76,2.65,0.58,18.004
002738,中矿资源,2015-07-08,27.35,4.7956,5.703,0.0017,4022.059
002739,万达院线,2015-07-07,177.94,8.1724,21.773,0.6,74.142
002740,爱迪尔,2015-06-08,72.17,9.0841,7.945,0.12,150.354
002741,光华科技,2015-06-01,70.04,5.8363,12.001,0.05,350.2
002742,三圣特材,2015-07-08,24.53,11.9366,2.055,0.29,21.147
002743,富煌钢构,2015-07-08,24.32,0.0,无法计算,0.02,304.0
002745,木林森,2015-07-08,31.3,5.484,5.708,0.21,37.262
002746,仙坛股份,2015-07-08,15.21,6.1338,2.48,0.02,190.125
002747,埃斯顿,2015-07-07,38.46,3.8593,9.966,0.04,240.375
002748,世龙实业,2015-07-08,24.38,7.8879,3.091,0.2,30.475
002749,国光股份,2015-07-08,70.0,10.5297,6.648,0.53,33.019
002750,龙津药业,2015-07-07,83.43,9.0249,9.244,0.2941,70.92
002751,易尚展示,2015-07-07,70.11,4.82,14.546,0.09,194.75
002752,昇兴股份,2015-07-08,25.11,2.74,9.164,0.08,78.469
002753,永东股份,2015-07-08,26.64,0.0,无法计算,0.0,无法计算
002755,东方新星,2015-07-08,29.89,4.56,6.555,0.17,43.956
002756,永兴特钢,2015-07-07,37.92,11.37,3.335,0.34,27.882
002757,南兴装备,2015-07-08,24.68,4.3953,5.615,0.1607,38.395
002758,华通医药,2015-07-08,38.64,6.464,5.978,0.22,43.909
002759,天际股份,2015-07-08,35.55,4.0053,8.876,0.22,40.398
002760,凤形股份,2015-07-08,23.81,5.98,3.982,0.56,10.629
002761,多喜爱,2015-07-08,32.53,4.55,7.149,0.5,16.265
002762,金发拉比,2015-07-08,75.0,7.5521,9.931,1.85,10.135
002763,汇洁股份,2015-07-08,21.98,4.7014,4.675,0.51,10.775
002765,蓝黛传动,2015-07-08,15.15,3.68,4.117,0.52,7.284
002766,索菱股份,2015-07-08,21.26,4.28,4.967,0.47,11.309
002767,先锋电子,2015-07-08,26.58,3.9,6.815,0.89,7.466
002768,国恩股份,2015-07-08,29.85,5.35,5.579,1.05,7.107
002769,普路通,2015-07-08,65.41,7.24,9.035,1.94,8.429
002770,科迪乳业,2015-07-08,12.63,2.9595,4.268,0.07,45.107
002771,真视通,2015-07-08,35.85,4.49,7.984,0.78,11.49
002772,众兴菌业,2015-07-08,26.87,4.44,6.052,0.81,8.293
002773,康弘药业,2015-07-08,35.3,3.98,8.869,0.6837,12.908
002775,文科园林,2015-07-08,31.81,6.0,5.302,1.0,7.952
002776,柏堡龙,2015-07-08,39.38,4.3503,9.052,0.4,24.613
300001,特锐德,2015-07-07,18.2,3.638,5.003,0.11,41.364
300002,神州泰岳,2015-07-07,11.33,3.6808,3.078,0.0298,95.05
300003,乐普医疗,2015-07-07,36.5,4.0264,9.065,0.1582,57.68
300004,南风股份,2015-07-07,21.0,11.81,1.778,0.04,131.25
300005,探路者,2015-07-06,20.11,2.6181,7.681,0.1838,27.353
300006,莱美药业,2015-07-02,35.89,4.9501,7.25,0.03,299.083
300007,汉威电子,2015-06-26,74.72,7.9365,9.415,0.08,233.5
300008,上海佳豪,2015-03-23,17.29,3.3721,5.127,0.025,172.9
300009,安科生物,2015-07-06,20.08,1.9062,10.534,0.0618,81.23
300010,立思辰,2015-07-01,25.88,4.4253,5.848,-0.0576,-112.326
300011,鼎汉技术,2015-07-08,23.79,3.5435,6.714,0.0583,102.015
300012,华测检测,2015-06-12,43.07,3.3381,12.903,0.008,1345.938
300013,新宁物流,2015-06-30,25.91,1.8985,13.648,0.006,1079.583
300014,亿纬锂能,2015-07-07,15.62,2.5119,6.218,0.07,55.786
300015,爱尔眼科,2015-07-07,28.44,3.2432,8.769,0.13,54.692
300016,北陆药业,2015-07-06,28.03,2.0707,13.536,0.0656,106.822
300017,网宿科技,2015-07-07,44.1,5.5822,7.9,0.4128,26.708
300018,中元华电,2015-07-08,24.9,3.85,6.468,0.02,311.25
300019,硅宝科技,2015-07-07,8.97,3.6783,2.439,0.0722,31.06
300020,银江股份,2015-07-06,18.48,6.8049,2.716,0.16,28.875
300021,大禹节水,2015-07-07,10.85,1.7287,6.276,0.01,271.25
300022,吉峰农机,2015-07-02,10.7,0.2167,49.377,0.0019,1407.895
300023,宝德股份,2015-07-06,21.57,3.7893,5.692,0.01,539.25
300024,机器人,2015-07-08,78.2,3.0563,25.586,0.08,244.375
300025,华星创业,2015-07-07,14.63,3.4777,4.207,0.02,182.875
300026,红日药业,2015-07-07,18.46,5.561,3.32,0.15,30.767
300027,华谊兄弟,2015-07-07,34.06,4.81,7.081,0.2,42.575
300028,金亚科技,2015-06-09,44.95,2.3726,18.945,0.03,374.583
300029,天龙光电,2015-07-08,8.39,2.9991,2.798,0.0183,114.617
300030,阳普医疗,2015-07-08,16.16,2.493,6.482,0.03,134.667
300031,宝通带业,2015-06-10,22.82,2.8193,8.094,0.0742,76.887
300032,金龙机电,2015-07-06,33.24,5.7869,5.744,0.3137,26.49
300033,同花顺,2015-07-08,68.0,4.6842,14.517,0.25,68.0
300034,钢研高纳,2015-07-08,20.3,3.5559,5.709,0.0639,79.421
300035,中科电气,2015-05-05,17.36,3.6702,4.73,0.0317,136.909
300036,超图软件,2015-07-07,21.95,5.2696,4.165,-0.014,-391.964
300037,新宙邦,2015-07-08,27.38,7.9163,3.459,0.07,97.786
300038,梅泰诺,2015-07-07,26.56,6.6382,4.001,0.035,189.714
300039,上海凯宝,2015-07-08,12.18,3.0883,3.944,0.1392,21.875
300040,九洲电气,2015-07-06,8.5,4.2392,2.005,-0.02,-106.25
300041,回天新材,2015-07-07,21.65,6.4631,3.35,0.1861,29.084
300042,朗科科技,2015-07-08,19.78,6.2656,3.157,0.0388,127.448
300043,互动娱乐,2015-07-06,13.0,3.5272,3.686,0.16,20.313
300044,赛为智能,2015-07-07,17.6,2.9191,6.029,0.0159,276.73
300045,华力创通,2015-07-07,12.04,3.039,3.962,0.02,150.5
300046,台基股份,2015-07-08,12.9,5.7952,2.226,0.044,73.295
300047,天源迪科,2015-06-02,35.88,3.7933,9.459,-0.0751,-119.441
300048,合康变频,2015-05-29,21.34,4.507,4.735,0.01,533.5
300049,福瑞股份,2015-07-08,27.3,6.4153,4.255,0.06,113.75
300050,世纪鼎利,2015-07-08,16.3,7.93,2.055,0.08,50.938
300051,三五互联,2015-07-08,11.86,1.5378,7.712,-0.011,-269.545
300052,中青宝,2015-07-06,22.0,3.5744,6.155,0.02,275.0
300053,欧比特,2015-07-06,30.58,3.3076,9.245,0.02,382.25
300054,鼎龙股份,2015-07-06,22.6,2.6983,8.376,0.085,66.471
300055,万邦达,2015-07-07,17.22,3.6597,4.705,0.3944,10.915
300056,三维丝,2015-06-04,46.55,3.0921,15.054,0.097,119.974
300057,万顺股份,2015-06-02,26.26,4.237,6.198,0.0501,131.038
300058,蓝色光标,2015-07-07,10.98,4.5087,2.435,-0.11,-24.955
300059,东方财富,2015-07-07,45.99,1.1904,38.634,0.1174,97.934
300061,康耐特,2015-07-08,8.75,2.7,3.241,0.0353,61.969
300062,中能电气,2015-07-07,13.12,4.985,2.632,0.04,82.0
300063,天龙集团,2015-07-07,20.3,3.224,6.297,-0.0045,-1127.778
300064,豫金刚石,2015-07-06,8.53,2.4345,3.504,0.0344,61.991
300065,海兰信,2015-07-06,21.84,2.8628,7.629,0.01,546.0
300066,三川股份,2015-07-07,9.31,4.5922,2.027,0.08,29.094
300067,安诺其,2015-07-08,7.91,2.7888,2.836,0.12,16.479
300068,南都电源,2015-07-06,14.58,4.6803,3.115,0.05,72.9
300069,金利华电,2015-07-02,38.48,4.1673,9.234,0.03,320.667
300070,碧水源,2015-07-07,36.44,5.72,6.371,0.02,455.5
300071,华谊嘉信,2015-05-20,24.63,2.9372,8.386,0.05,123.15
300072,三聚环保,2015-07-08,29.87,4.0145,7.441,0.2012,37.115
300073,当升科技,2015-07-01,24.16,5.0861,4.75,-0.0241,-250.622
300074,华平股份,2015-06-26,15.39,2.9985,5.133,-0.077,-49.968
300075,数字政通,2015-07-01,34.3,6.0353,5.683,0.03,285.833
300076,GQY视讯,2015-07-03,27.44,5.0741,5.408,-0.01,-686.0
300077,国民技术,2015-07-07,26.69,10.01,2.666,0.04,166.813
300078,中瑞思创,2015-07-07,47.47,6.9998,6.782,0.13,91.288
300079,数码视讯,2015-07-06,18.23,4.2699,4.269,0.0643,70.879
300080,新大新材,2015-07-08,7.15,6.4009,1.117,0.0006,2979.167
300081,恒信移动,2015-07-06,30.71,5.7851,5.308,-0.05,-153.55
300082,奥克股份,2015-07-08,5.73,8.5525,0.67,0.01,143.25
300083,劲胜精密,2015-04-03,37.48,8.9012,4.211,-0.37,-25.324
300084,海默科技,2015-06-02,21.43,7.2909,2.939,0.0812,65.979
300085,银之杰,2015-07-06,47.06,3.188,14.762,0.0192,612.76
300086,康芝药业,2015-07-01,24.3,5.7978,4.191,-0.02,-303.75
300087,荃银高科,2015-05-29,14.98,3.6077,4.152,0.0094,398.404
300088,长信科技,2015-07-02,23.0,5.9048,3.895,0.07,82.143
300089,长城集团,2015-04-14,42.0,5.3002,7.924,0.03,350.0
300090,盛运环保,2015-07-06,15.2,4.0074,3.793,0.0766,49.608
300091,金通灵,2015-07-02,32.25,3.9288,8.209,0.05,161.25
300092,科新机电,2015-07-08,8.05,5.6359,1.428,0.01,201.25
300093,金刚玻璃,2015-05-18,25.86,4.0768,6.343,0.03,215.5
300094,国联水产,2015-06-26,31.14,4.7956,6.493,-0.06,-129.75
300095,华伍股份,2015-07-07,7.2,3.8979,1.847,0.0451,39.911
300096,易联众,2015-05-27,39.55,1.5885,24.898,0.0033,2996.212
300097,智云股份,2015-07-06,23.45,3.5957,6.522,-0.02,-293.125
300098,高新兴,2015-07-07,22.79,5.1689,4.409,0.1307,43.592
300099,尤洛卡,2015-06-19,26.55,3.8337,6.925,-0.02,-331.875
300100,双林股份,2015-07-07,11.64,4.9521,2.351,0.14,20.786
300101,振芯科技,2015-07-08,33.83,2.7916,12.118,0.0642,131.737
300102,乾照光电,2015-07-08,6.36,6.0658,1.049,0.02,79.5
300103,达刚路机,2015-07-08,14.23,3.8217,3.723,0.0089,399.719
300104,乐视网,2015-07-07,47.86,3.8979,12.278,0.11,108.773
300105,龙源技术,2015-07-08,8.44,4.1439,2.037,-0.04,-52.75
300106,西部牧业,2015-07-06,18.92,3.8975,4.854,0.03,157.667
300107,建新股份,2015-07-08,5.19,3.2713,1.587,0.02,64.875
300108,双龙股份,2015-07-07,10.05,5.425,1.853,0.122,20.594
300109,新开源,2015-07-07,41.91,3.5879,11.681,0.11,95.25
300110,华仁药业,2015-07-06,13.19,2.2236,5.932,0.02,164.875
300111,向日葵,2015-07-08,4.64,1.0535,4.404,-0.03,-38.667
300112,万讯自控,2015-06-23,22.1,1.9644,11.25,0.01,552.5
300113,顺网科技,2015-05-04,57.8,3.6917,15.657,0.121,119.421
300114,中航电测,2015-07-08,23.8,5.8227,4.087,0.057,104.386
300115,长盈精密,2015-07-08,34.25,5.4064,6.335,0.1792,47.782
300116,坚瑞消防,2015-07-07,7.58,2.7995,2.708,0.018,105.278
300117,嘉寓股份,2015-07-06,7.23,4.0427,1.788,0.03,60.25
300118,东方日升,2015-07-08,9.9,4.1041,2.412,-0.0315,-78.571
300119,瑞普生物,2015-07-08,9.36,4.2158,2.22,0.0659,35.508
300120,经纬电材,2015-07-08,17.01,2.917,5.831,0.0078,545.192
300121,阳谷华泰,2015-07-08,7.9,1.6952,4.66,0.02,98.75
300122,智飞生物,2015-07-07,19.8,3.1331,6.32,0.06,82.5
300123,太阳鸟,2015-05-14,20.44,3.1657,6.457,-0.02,-255.5
300124,汇川技术,2015-07-08,40.0,4.6,8.696,0.16,62.5
300125,易世达,2015-07-08,22.86,9.1264,2.505,-0.16,-35.719
300126,锐奇股份,2015-07-06,20.93,3.4211,6.118,0.04,130.813
300127,银河磁体,2015-07-08,10.93,3.1612,3.458,0.06,45.542
300128,锦富新材,2015-07-02,18.31,5.2102,3.514,-0.0235,-194.787
300129,泰胜风能,2015-07-08,6.07,4.7045,1.29,0.06,25.292
300130,新国都,2015-07-07,30.26,10.0043,3.025,0.04,189.125
300131,英唐智控,2015-07-03,21.63,1.2528,17.265,0.0024,2253.125
300132,青松股份,2015-07-07,7.17,1.5693,4.569,0.0131,136.832
300133,华策影视,2015-07-06,26.7,5.4364,4.911,0.13,51.346
300134,大富科技,2015-07-02,22.95,6.8729,3.339,0.1,57.375
300135,宝利沥青,2015-06-26,12.65,2.2753,5.56,0.013,243.269
300136,信维通信,2015-07-06,18.68,2.57,7.268,0.0959,48.697
300137,先河环保,2015-07-02,18.53,3.7676,4.918,0.02,231.625
300138,晨光生物,2015-07-08,11.66,5.639,2.068,0.0274,106.387
300139,福星晓程,2015-07-08,13.61,11.3483,1.199,0.28,12.152
300140,启源装备,2015-07-08,21.14,6.4722,3.266,0.0001,52850.0
300141,和顺电气,2015-07-06,15.29,4.1925,3.647,0.07,54.607
300142,沃森生物,2015-06-12,48.7,12.1139,4.02,-0.21,-57.976
300143,星河生物,2015-04-03,19.23,2.0874,9.212,0.0085,565.588
300144,宋城演艺,2015-06-17,76.47,6.3472,12.048,0.17,112.456
300145,南方泵业,2015-07-07,32.56,5.6456,5.767,0.11,74.0
300146,汤臣倍健,2015-07-07,25.47,5.6584,4.501,0.3,21.225
300147,香雪制药,2015-07-06,20.33,3.4986,5.811,0.08,63.531
300148,天舟文化,2015-07-07,18.68,5.1465,3.63,0.132,35.379
300149,量子高科,2015-06-29,18.77,2.2765,8.245,0.036,130.347
300150,世纪瑞尔,2015-07-03,11.95,5.4,2.213,0.03,99.583
300151,昌红科技,2015-07-08,9.6,3.9139,2.453,0.05,48.0
300152,燃控科技,2015-07-02,43.01,6.2017,6.935,0.051,210.833
300153,科泰电源,2015-07-06,9.04,5.8869,1.536,0.04,56.5
300154,瑞凌股份,2015-07-06,18.84,6.8405,2.754,0.14,33.643
300155,安居宝,2015-06-12,54.37,3.0391,17.89,-0.01,-1359.25
300156,神雾环保,2015-07-06,35.16,5.0302,6.99,0.02,439.5
300157,恒泰艾普,2015-07-07,8.73,3.68,2.372,-0.02,-109.125
300158,振东制药,2015-04-24,18.9,6.8542,2.757,0.05,94.5
300159,新研股份,2015-07-08,11.8,3.0751,3.837,0.0036,819.444
300160,秀强股份,2015-07-07,13.44,5.9239,2.269,0.1161,28.941
300161,华中数控,2015-05-21,38.22,5.202,7.347,-0.1114,-85.772
300162,雷曼光电,2015-04-14,58.59,5.6326,10.402,0.052,281.683
300163,先锋新材,2015-06-29,29.92,4.2053,7.115,0.02,374.0
300164,通源石油,2015-05-27,17.15,3.3027,5.193,-0.0264,-162.405
300165,天瑞仪器,2015-07-07,20.53,9.6812,2.121,0.0861,59.611
300166,东方国信,2015-07-07,28.51,5.871,4.856,0.09,79.194
300167,迪威视讯,2015-07-06,29.12,2.2216,13.108,-0.06,-121.333
300168,万达信息,2015-07-06,51.01,3.375,15.114,0.008,1594.063
300169,天晟新材,2015-07-07,8.33,3.6932,2.255,-0.0303,-68.729
300170,汉得信息,2015-07-07,15.03,3.0085,4.996,0.06,62.625
300171,东富龙,2015-07-06,20.87,8.5358,2.445,0.3274,15.936
300172,中电环保,2015-07-08,10.26,5.5675,1.843,0.026,98.654
300173,智慧松德,2015-07-08,10.08,7.7903,1.294,0.02,126.0
300174,元力股份,2015-07-07,16.17,3.7271,4.338,0.0592,68.285
300175,朗源股份,2015-07-08,7.97,1.9209,4.149,0.0171,116.52
300176,鸿特精密,2015-07-08,15.7,5.3221,2.95,0.0518,75.772
300177,中海达,2015-07-08,12.99,2.5408,5.113,0.0028,1159.821
300178,腾邦国际,2015-07-08,27.2,5.2105,5.22,0.0636,106.918
300179,四方达,2015-07-08,6.44,3.3715,1.91,0.0571,28.196
300180,华峰超纤,2015-07-08,11.0,9.1942,1.196,0.21,13.095
300181,佐力药业,2015-07-08,7.65,2.6083,2.933,0.07,27.321
300182,捷成股份,2015-07-07,31.2,3.7339,8.356,0.12,65.0
300183,东软载波,2015-07-08,21.79,8.6824,2.51,0.28,19.455
300184,力源信息,2015-06-05,25.94,3.4716,7.472,0.05,129.7
300185,通裕重工,2015-07-08,7.82,3.9103,2.0,0.01,195.5
300186,大华农,2015-07-08,26.5,4.0694,6.512,0.09,73.611
300187,永清环保,2015-07-08,25.52,4.548,5.611,0.03,212.667
300188,美亚柏科,2015-05-13,37.15,4.2639,8.713,0.0039,2381.41
300189,神农大丰,2015-05-29,28.37,3.0122,9.418,-0.0259,-273.842
300190,维尔利,2015-05-22,34.34,8.5889,3.998,0.07,122.643
300191,潜能恒信,2015-07-08,13.25,3.7848,3.501,-0.0168,-197.173
300192,科斯伍德,2015-07-06,10.49,2.6906,3.899,0.0275,95.364
300193,佳士科技,2015-07-02,27.55,8.61,3.2,0.06,114.792
300194,福安药业,2015-07-08,14.61,6.5979,2.214,0.04,91.313
300195,长荣股份,2015-06-19,31.96,13.3652,2.391,0.24,33.292
300196,长海股份,2015-05-15,35.41,5.82,6.084,0.2,44.262
300197,铁汉生态,2015-06-15,36.03,4.0216,8.959,-0.01,-900.75
300198,纳川股份,2015-07-03,9.8,2.6857,3.649,0.007,350.0
300199,翰宇药业,2015-07-06,22.89,5.4003,4.239,0.0431,132.773
300200,高盟新材,2015-07-08,9.04,3.6015,2.51,0.0533,42.402
300201,海伦哲,2015-07-07,9.77,2.0244,4.826,-0.0122,-200.205
300202,聚龙股份,2015-07-03,37.0,2.5296,14.627,0.01,925.0
300203,聚光科技,2015-04-17,37.68,4.5959,8.199,0.01,942.0
300204,舒泰神,2015-07-08,25.4,6.5172,3.897,0.15,42.333
300205,天喻信息,2015-07-06,19.79,2.6025,7.604,0.0192,257.682
300206,理邦仪器,2015-07-07,18.92,5.88,3.218,-0.08,-59.125
300207,欣旺达,2015-07-03,21.76,5.8619,3.712,0.0844,64.455
300208,恒顺众昇,2015-06-30,79.49,2.8218,28.17,0.24,82.802
300209,天泽信息,2015-07-07,14.5,5.3326,2.719,0.0,无法计算
300210,森远股份,2015-07-08,12.97,3.6039,3.599,0.1,32.425
300211,亿通科技,2015-07-08,13.34,5.883,2.268,0.0295,113.051
300212,易华录,2015-06-29,59.94,3.1449,19.059,0.123,121.829
300213,佳讯飞鸿,2015-07-06,30.52,3.5319,8.641,0.02,381.5
300214,日科化学,2015-05-15,10.14,3.1015,3.269,0.06,42.25
300215,电科院,2015-06-15,15.65,1.8173,8.612,-0.01,-391.25
300216,千山药机,2015-07-08,32.94,5.3081,6.206,0.09,91.5
300217,东方电热,2015-07-07,9.01,2.9839,3.02,0.053,42.5
300218,安利股份,2015-07-08,11.7,4.3677,2.679,0.0464,63.039
300219,鸿利光电,2015-07-02,30.76,3.8115,8.07,0.1111,69.217
300220,金运激光,2015-07-03,39.65,2.3479,16.887,0.0202,490.718
300221,银禧科技,2015-07-07,7.7,3.567,2.159,0.04,48.125
300222,科大智能,2015-07-07,36.23,7.94,4.563,0.07,129.393
300223,北京君正,2015-07-08,19.65,10.1444,1.937,-0.023,-213.587
300224,正海磁材,2015-07-08,16.2,6.3317,2.559,0.11,36.818
300225,金力泰,2015-07-08,5.7,3.1312,1.82,0.0621,22.947
300226,上海钢联,2015-07-06,53.15,2.759,19.264,-0.0832,-159.706
300227,光韵达,2015-07-07,20.43,2.5402,8.043,0.0154,331.656
300228,富瑞特装,2015-06-23,90.91,9.3918,9.68,0.23,98.815
300229,拓尔思,2015-07-06,24.16,6.0724,3.979,0.0085,710.588
300230,永利带业,2015-07-08,10.68,3.6224,2.948,0.0496,53.831
300231,银信科技,2015-07-08,12.54,2.0492,6.119,0.0452,69.358
300232,洲明科技,2015-07-02,22.44,3.2278,6.952,0.0382,146.859
300233,金城医药,2015-07-08,54.0,9.1659,5.891,0.3,45.0
300234,开尔新材,2015-07-08,13.73,2.0994,6.54,0.1,34.325
300235,方直科技,2015-07-03,23.09,2.1998,10.496,0.08,72.156
300236,上海新阳,2015-07-08,20.29,7.52,2.698,0.0625,81.16
300237,美晨科技,2015-07-08,18.99,9.5544,1.988,0.08,59.344
300238,冠昊生物,2015-07-07,33.53,4.3763,7.662,0.07,119.75
300239,东宝生物,2015-07-08,11.0,1.7172,6.406,0.0133,206.767
300240,飞力达,2015-07-08,10.45,5.9024,1.77,0.06,43.542
300241,瑞丰光电,2015-07-08,9.7,2.9574,3.28,0.039,62.179
300242,明家科技,2015-07-06,47.05,5.6482,8.33,0.04,294.063
300243,瑞丰高材,2015-07-08,10.82,2.0845,5.191,0.04,67.625
300244,迪安诊断,2015-07-07,74.3,3.5944,20.671,0.13,142.885
300245,天玑科技,2015-07-08,13.63,3.7354,3.649,0.0446,76.401
300246,宝莱特,2015-07-08,23.38,2.8608,8.173,0.0451,129.601
300247,桑乐金,2015-07-06,10.55,2.6071,4.047,0.0262,100.668
300248,新开普,2015-07-06,26.36,1.8192,14.49,-0.0089,-740.449
300249,依米康,2015-05-28,35.0,3.8066,9.195,-0.03,-291.667
300250,初灵信息,2015-07-08,35.86,7.3131,4.904,-0.0414,-216.546
300251,光线传媒,2015-07-06,22.7,5.6292,4.033,0.004,1418.75
300252,金信诺,2015-07-07,24.08,4.561,5.28,0.2091,28.79
300253,卫宁软件,2015-07-08,43.1,3.6371,11.85,0.08,134.688
300254,仟源医药,2015-07-08,19.18,4.8199,3.979,0.0545,87.982
300255,常山药业,2015-06-02,34.71,7.4021,4.689,0.13,66.75
300256,星星科技,2015-07-08,13.17,7.211,1.826,0.0609,54.064
300257,开山股份,2015-07-03,20.2,8.0103,2.522,0.15,33.667
300258,精锻科技,2015-07-08,12.8,6.7224,1.904,0.1704,18.779
